end_time,exact_times,headway_secs,start_time,trip_id
07:00:00,1,786,06:00:00,Route_66_trip_00
07:00:00,1,786,06:00:00,Route_67_trip_00
07:00:00,1,786,06:00:00,Route_68_trip_00
07:00:00,1,786,06:00:00,Route_69_trip_00
07:00:00,1,786,06:00:00,Route_7_trip_00
07:00:00,1,786,06:00:00,Route_70_trip_00
07:00:00,1,786,06:00:00,Route_71_trip_00
07:00:00,1,786,06:00:00,Route_72_trip_00
07:00:00,1,786,06:00:00,Route_73_trip_00
07:00:00,1,786,06:00:00,Route_74_trip_00
07:00:00,1,786,06:00:00,Route_75_trip_00
07:00:00,1,786,06:00:00,Route_76_trip_00
07:00:00,1,786,06:00:00,Route_77_trip_00
07:00:00,1,786,06:00:00,Route_78_trip_00
07:00:00,1,786,06:00:00,Route_79_trip_00
07:00:00,1,786,06:00:00,Route_8_trip_00
07:00:00,1,786,06:00:00,Route_80_trip_00
07:00:00,1,786,06:00:00,Route_81_trip_00
07:00:00,1,786,06:00:00,Route_82_trip_00
07:00:00,1,786,06:00:00,Route_83_trip_00
07:00:00,1,786,06:00:00,Route_84_trip_00
07:00:00,1,786,06:00:00,Route_85_trip_00
07:00:00,1,786,06:00:00,Route_86_trip_00
07:00:00,1,786,06:00:00,Route_87_trip_00
07:00:00,1,786,06:00:00,Route_88_trip_00
07:00:00,1,786,06:00:00,Route_88A_trip_00
07:00:00,1,786,06:00:00,Route_89A_trip_00
07:00:00,1,786,06:00:00,Route_9_trip_00
07:00:00,1,786,06:00:00,Route_90_trip_00
07:00:00,1,786,06:00:00,Route_90A_trip_00
07:00:00,1,786,06:00:00,Route_91_trip_00
07:00:00,1,786,06:00:00,Route_91A_trip_00
07:00:00,1,786,06:00:00,Route_92_trip_00
07:00:00,1,786,06:00:00,Route_93_trip_00
07:00:00,1,786,06:00:00,Route_94_trip_00
07:00:00,1,786,06:00:00,Route_95_trip_00
07:00:00,1,786,06:00:00,Route_95A_trip_00
07:00:00,1,786,06:00:00,Route_95B_trip_00
07:00:00,1,786,06:00:00,Route_96_trip_00
07:00:00,1,786,06:00:00,Route_97_trip_00
07:00:00,1,786,06:00:00,Route_98_trip_00
07:00:00,1,786,06:00:00,Route_99_trip_00
07:00:00,1,786,06:00:00,Route_FRACC_trip_00
