end_time,exact_times,headway_secs,start_time,trip_id
07:00:00,1,787,06:00:00,r43_trip_00
07:00:00,1,787,06:00:00,r44_trip_00
07:00:00,1,787,06:00:00,r45_trip_00
07:00:00,1,787,06:00:00,r46_trip_00
07:00:00,1,787,06:00:00,r47_trip_00
07:00:00,1,787,06:00:00,r48_trip_00
07:00:00,1,787,06:00:00,r49_trip_00
07:00:00,1,787,06:00:00,r4_trip_00
07:00:00,1,787,06:00:00,r50_trip_00
07:00:00,1,787,06:00:00,r51_trip_00
07:00:00,1,787,06:00:00,r52_trip_00
07:00:00,1,787,06:00:00,r53_trip_00
07:00:00,1,787,06:00:00,r54_trip_00
07:00:00,1,787,06:00:00,r55_trip_00
07:00:00,1,787,06:00:00,r56_trip_00
07:00:00,1,787,06:00:00,r57_trip_00
07:00:00,1,787,06:00:00,r58_trip_00
07:00:00,1,787,06:00:00,r59_trip_00
07:00:00,1,787,06:00:00,r5_trip_00
07:00:00,1,787,06:00:00,r60_trip_00
07:00:00,1,787,06:00:00,r61_trip_00
07:00:00,1,787,06:00:00,r62_trip_00
07:00:00,1,787,06:00:00,r63_trip_00
07:00:00,1,787,06:00:00,r64_trip_00
07:00:00,1,787,06:00:00,r65_trip_00
07:00:00,1,787,06:00:00,r66_trip_00
07:00:00,1,787,06:00:00,r67_trip_00
07:00:00,1,787,06:00:00,r68_trip_00
07:00:00,1,787,06:00:00,r69_trip_00
07:00:00,1,787,06:00:00,r6_trip_00
07:00:00,1,787,06:00:00,r70_trip_00
07:00:00,1,787,06:00:00,r71_trip_00
07:00:00,1,787,06:00:00,r72_trip_00
07:00:00,1,787,06:00:00,r73_trip_00
07:00:00,1,787,06:00:00,r74_trip_00
07:00:00,1,787,06:00:00,r75_trip_00
07:00:00,1,787,06:00:00,r76_trip_00
07:00:00,1,787,06:00:00,r77_trip_00
07:00:00,1,787,06:00:00,r78_trip_00
07:00:00,1,787,06:00:00,r79_trip_00
07:00:00,1,787,06:00:00,r7_trip_00
07:00:00,1,787,06:00:00,r80_trip_00
07:00:00,1,787,06:00:00,r81_trip_00
07:00:00,1,787,06:00:00,r82_trip_00
07:00:00,1,787,06:00:00,r83_trip_00
07:00:00,1,787,06:00:00,r84_trip_00
07:00:00,1,787,06:00:00,r85_trip_00
07:00:00,1,787,06:00:00,r86_trip_00
07:00:00,1,787,06:00:00,r87_trip_00
07:00:00,1,787,06:00:00,r88A_trip_00
07:00:00,1,787,06:00:00,r88_trip_00
07:00:00,1,787,06:00:00,r89A_trip_00
07:00:00,1,787,06:00:00,r89_trip_00
07:00:00,1,787,06:00:00,r8_trip_00
07:00:00,1,787,06:00:00,r90_trip_00
07:00:00,1,787,06:00:00,r9_trip_00
07:00:00,1,787,06:00:00,rFracc._trip_00
